level_0,id,name,new_date,hour,demand_kWh,supply_kWh,Wind,Condition,temperature(°F),dew_point(°F),humidity(%),wind_speed(°mph),wind_gust(°mph),pressure(°in),precip(°in),temperature(°C),dew_point(°C)
0,43,NDIR-SERT,1/12/2021,7,4.29,0,VAR,Fair,75,57,53,2,0,29.81,0,23.89,13.89
1,50,NDIR-SERT,1/12/2021,8,2.84,0.06,VAR,Fair,75,57,53,3,0,29.84,0,23.89,13.89
2,56,NDIR-SERT,1/12/2021,9,7.44,0.01,VAR,Fair,79,57,47,2,0,29.87,0,26.11,13.89
3,66,NDIR-SERT,1/12/2021,11,7.45,0,VAR,Fair,82,54,37,3,0,29.84,0,27.78,12.22
4,70,NDIR-SERT,1/12/2021,12,11.24,0,VAR,Fair,84,54,35,3,0,29.81,0,28.89,12.22
5,78,NDIR-SERT,1/12/2021,13,13.85,0,VAR,Fair,86,54,33,2,0,29.78,0,30,12.22
6,87,NDIR-SERT,1/12/2021,14,18.51,0,ESE,Fair,86,54,33,5,0,29.73,0,30,12.22
7,91,NDIR-SERT,1/12/2021,15,11.05,0,ESE,Fair,88,55,33,5,0,29.73,0,31.11,12.78
8,99,NDIR-SERT,1/12/2021,16,21.28,0,VAR,Fair,88,55,33,2,0,29.7,0,31.11,12.78
9,106,NDIR-SERT,1/12/2021,17,30.91,0,VAR,Fair,86,54,33,2,0,29.73,0,30,12.22
10,117,NDIR-SERT,1/12/2021,18,11.33,0,ESE,Fair,81,59,48,1,0,29.73,0,27.22,15
11,120,NDIR-SERT,1/12/2021,19,10.14,0,VAR,Fair,77,61,57,1,0,29.75,0,25,16.11
13,135,NDIR-SERT,8/12/2021,6,5.33,0,VAR,Fair,63,55,77,1,0,29.84,0,17.22,12.78
14,142,NDIR-SERT,8/12/2021,7,4.41,0,VAR,Fair,63,57,82,1,0,29.87,0,17.22,13.89
15,149,NDIR-SERT,8/12/2021,8,2.72,0.2,VAR,Fair,70,55,60,2,0,29.9,0,21.11,12.78
16,158,NDIR-SERT,8/12/2021,9,1.99,1.03,ENE,Fair,73,55,53,3,0,29.9,0,22.78,12.78
17,165,NDIR-SERT,8/12/2021,10,2.54,1.85,NE,Fair,77,54,44,3,0,29.9,0,25,12.22
18,174,NDIR-SERT,8/12/2021,11,4.5,4.41,SE,Fair,81,46,30,3,0,29.9,0,27.22,7.78
19,184,NDIR-SERT,8/12/2021,12,4.9,4.88,WNW,Fair,82,50,32,3,0,29.87,0,27.78,10
20,193,NDIR-SERT,8/12/2021,13,4.64,4.26,WSW,Fair,82,52,35,3,0,29.84,0,27.78,11.11
21,202,NDIR-SERT,8/12/2021,14,2.83,1.02,W,Fair,82,50,32,5,0,29.81,0,27.78,10
22,211,NDIR-SERT,8/12/2021,15,5.38,0.19,WSW,Fair,84,54,35,5,0,29.78,0,28.89,12.22
23,219,NDIR-SERT,8/12/2021,16,9.07,0,W,Fair,82,54,37,5,0,29.75,0,27.78,12.22
24,228,NDIR-SERT,8/12/2021,17,11.39,0,W,Fair,82,54,37,5,0,29.78,0,27.78,12.22
25,239,NDIR-SERT,8/12/2021,18,9.08,0,W,Fair,79,55,44,5,0,29.78,0,26.11,12.78
26,248,NDIR-SERT,8/12/2021,19,8.1,0,NNW,Fair,73,59,61,1,0,29.81,0,22.78,15
27,255,NDIR-SERT,8/12/2021,20,6.38,0,CALM,Fair,72,61,69,0,0,29.81,0,22.22,16.11
36,345,NDIR-SERT,9/12/2021,6,5.07,0,N,Fair,66,61,83,2,0,29.87,0,18.89,16.11
37,355,NDIR-SERT,9/12/2021,7,4.5,0,VAR,Fair,66,61,83,2,0,29.87,0,18.89,16.11
38,367,NDIR-SERT,9/12/2021,8,3.61,0,VAR,Fair,70,63,78,2,0,29.9,0,21.11,17.22
39,372,NDIR-SERT,9/12/2021,9,2.43,0.73,NNW,Fair,73,61,65,3,0,29.93,0,22.78,16.11
40,382,NDIR-SERT,9/12/2021,10,4.54,0.91,N,Fair,77,61,57,3,0,29.93,0,25,16.11
41,394,NDIR-SERT,9/12/2021,11,4.71,0.86,NW,Fair,81,61,51,6,0,29.9,0,27.22,16.11
42,401,NDIR-SERT,9/12/2021,12,8.78,0.28,NW,Fair,84,61,45,6,0,29.87,0,28.89,16.11
43,408,NDIR-SERT,9/12/2021,13,5.63,0.72,WNW,Fair,84,63,48,8,0,29.84,0,28.89,17.22
44,419,NDIR-SERT,9/12/2021,14,5.91,0.27,NW,Fair,88,61,40,5,0,29.78,0,31.11,16.11
45,427,NDIR-SERT,9/12/2021,15,15.14,0,W,Fair,88,63,43,7,0,29.78,0,31.11,17.22
46,437,NDIR-SERT,9/12/2021,16,22.61,0,WSW,Fair,88,63,43,5,0,29.78,0,31.11,17.22
47,444,NDIR-SERT,9/12/2021,17,23.09,0,W,Fair,84,64,51,5,0,29.78,0,28.89,17.78
48,454,NDIR-SERT,9/12/2021,18,14.22,0,W,Fair,81,64,58,3,0,29.81,0,27.22,17.78
49,462,NDIR-SERT,9/12/2021,19,10.03,0,NW,Fair,79,66,65,3,0,29.81,0,26.11,18.89
50,471,NDIR-SERT,9/12/2021,20,8.87,0,CALM,Fair,75,66,73,0,0,29.84,0,23.89,18.89
59,562,NDIR-SERT,10/12/2021,6,6.03,0,CALM,Fair,70,66,88,0,0,29.84,0,21.11,18.89
60,572,NDIR-SERT,10/12/2021,7,5.72,0,VAR,Fair,72,66,83,2,0,29.84,0,22.22,18.89
61,581,NDIR-SERT,10/12/2021,8,2.39,0.11,VAR,Fair,75,66,73,2,0,29.87,0,23.89,18.89
62,588,NDIR-SERT,10/12/2021,9,3.18,2.85,VAR,Fair,81,66,61,2,0,29.9,0,27.22,18.89
63,597,NDIR-SERT,10/12/2021,10,8.73,8.73,VAR,Fair,82,63,51,2,0,29.87,0,27.78,17.22
64,608,NDIR-SERT,10/12/2021,11,7.29,7.29,VAR,Fair,86,63,45,3,0,29.84,0,30,17.22
65,615,NDIR-SERT,10/12/2021,12,10.44,10.44,VAR,Fair,86,63,45,5,0,29.81,0,30,17.22
66,626,NDIR-SERT,10/12/2021,13,9.76,9.76,VAR,Fair,88,63,43,3,0,29.78,0,31.11,17.22
67,635,NDIR-SERT,10/12/2021,14,6.89,4.67,VAR,Fair,88,63,43,5,0,29.75,0,31.11,17.22
68,644,NDIR-SERT,10/12/2021,15,2.4,1.27,NW,Fair,88,64,46,7,0,29.73,0,31.11,17.78
69,653,NDIR-SERT,10/12/2021,16,5,0.15,W,Fair,88,63,43,7,0,29.73,0,31.11,17.22
70,661,NDIR-SERT,10/12/2021,17,10.11,0,W,Fair,86,63,45,5,0,29.73,0,30,17.22
71,672,NDIR-SERT,10/12/2021,18,13.33,0,W,Fair,82,64,54,3,0,29.73,0,27.78,17.78
72,680,NDIR-SERT,10/12/2021,19,13.75,0,CALM,Fair,79,66,65,0,0,29.75,0,26.11,18.89
73,687,NDIR-SERT,10/12/2021,20,13.27,0,CALM,Fair,77,66,69,0,0,29.78,0,25,18.89
82,778,NDIR-SERT,11/12/2021,6,6.08,0,E,Fair,68,66,94,5,0,29.81,0,20,18.89
83,787,NDIR-SERT,11/12/2021,7,5.29,0,CALM,Fair,70,66,88,0,0,29.81,0,21.11,18.89
84,798,NDIR-SERT,11/12/2021,8,2.67,0.15,CALM,Fair,75,66,73,0,0,29.84,0,23.89,18.89
85,807,NDIR-SERT,11/12/2021,9,3.02,2.71,VAR,Fair,79,66,65,1,0,29.87,0,26.11,18.89
86,813,NDIR-SERT,11/12/2021,10,7.8,7.8,VAR,Fair,82,64,54,2,0,29.87,0,27.78,17.78
87,822,NDIR-SERT,11/12/2021,11,6.32,6.09,VAR,Fair,84,66,55,2,0,29.87,0,28.89,18.89
88,831,NDIR-SERT,11/12/2021,12,7.89,5.61,NW,Fair,86,66,51,3,0,29.81,0,30,18.89
89,841,NDIR-SERT,11/12/2021,13,9.27,7.35,W,Fair,88,66,49,7,0,29.78,0,31.11,18.89
90,849,NDIR-SERT,11/12/2021,14,6.94,1.97,W,Fair,88,66,49,5,0,29.75,0,31.11,18.89
91,858,NDIR-SERT,11/12/2021,15,6.11,0.05,W,Fair,88,64,46,3,0,29.73,0,31.11,17.78
92,867,NDIR-SERT,11/12/2021,16,11.24,0,W,Fair,90,64,43,6,0,29.73,0,32.22,17.78
93,877,NDIR-SERT,11/12/2021,17,12.38,0,W,Fair,86,64,48,5,0,29.73,0,30,17.78
94,886,NDIR-SERT,11/12/2021,18,9.52,0,NW,Fair,82,66,58,2,0,29.75,0,27.78,18.89
95,896,NDIR-SERT,11/12/2021,19,12.19,0,SE,Fair,81,68,65,1,0,29.78,0,27.22,20
96,903,NDIR-SERT,11/12/2021,20,10.41,0,VAR,Fair,81,70,70,2,0,29.81,0,27.22,21.11
105,993,NDIR-SERT,12/12/2021,6,6.48,0,VAR,Fair,66,64,94,1,0,29.81,0,18.89,17.78
106,1004,NDIR-SERT,12/12/2021,7,5.62,0,VAR,Fair,68,64,88,2,0,29.84,0,20,17.78
107,1012,NDIR-SERT,12/12/2021,8,2.91,0.17,E,Fair,73,64,73,3,0,29.87,0,22.78,17.78
108,1020,NDIR-SERT,12/12/2021,9,3.98,3.76,VAR,Fair,79,63,57,5,0,29.9,0,26.11,17.22
109,1029,NDIR-SERT,12/12/2021,10,9.71,9.71,E,Fair,81,59,48,6,0,29.9,0,27.22,15
110,1041,NDIR-SERT,12/12/2021,11,13.03,13.02,E,Fair,84,57,40,6,0,29.87,0,28.89,13.89
111,1047,NDIR-SERT,12/12/2021,12,13.9,13.9,E,Fair,84,57,40,5,0,29.84,0,28.89,13.89
112,1056,NDIR-SERT,12/12/2021,13,13.02,13,VAR,Fair,86,57,37,5,0,29.81,0,30,13.89
113,1067,NDIR-SERT,12/12/2021,14,10.76,10.75,VAR,Fair,86,57,37,3,0,29.75,0,30,13.89
114,1077,NDIR-SERT,12/12/2021,15,6.53,6.37,SSE,Fair,88,57,35,5,0,29.73,0,31.11,13.89
115,1084,NDIR-SERT,12/12/2021,16,3.74,1.13,VAR,Fair,88,57,35,2,0,29.73,0,31.11,13.89
116,1092,NDIR-SERT,12/12/2021,17,9.46,0,VAR,Fair,88,57,35,2,0,29.73,0,31.11,13.89
117,1103,NDIR-SERT,12/12/2021,18,8.9,0,NW,Fair,81,63,54,1,0,29.75,0,27.22,17.22
118,1110,NDIR-SERT,12/12/2021,19,10.21,0,VAR,Fair,77,63,61,2,0,29.78,0,25,17.22
119,1123,NDIR-SERT,13/12/2021,15,4.62,0,SW,Fair,86,57,37,5,0,29.73,0,30,13.89
120,1132,NDIR-SERT,13/12/2021,16,21.47,0,VAR,Fair,88,57,35,2,0,29.73,0,31.11,13.89
121,1137,NDIR-SERT,13/12/2021,17,22.12,0,W,Fair,84,61,45,6,0,29.73,0,28.89,16.11
122,1148,NDIR-SERT,13/12/2021,18,16.01,0,W,Fair,81,63,54,3,0,29.73,0,27.22,17.22
123,1160,NDIR-SERT,13/12/2021,19,12.22,0,NW,Fair,77,64,65,2,0,29.75,0,25,17.78
124,1168,NDIR-SERT,13/12/2021,20,10.3,0,CALM,Fair,75,64,69,0,0,29.78,0,23.89,17.78
131,1241,NDIR-SERT,14/12/2021,6,4.98,0,VAR,Fair,70,59,68,2,0,29.78,0,21.11,15
132,1247,NDIR-SERT,14/12/2021,7,3.79,0,VAR,Fair,66,61,83,2,0,29.81,0,18.89,16.11
133,1259,NDIR-SERT,14/12/2021,8,3.03,0.07,VAR,Fair,72,63,73,1,0,29.81,0,22.22,17.22
134,1266,NDIR-SERT,14/12/2021,9,3.62,0.18,NNE,Fair,75,61,61,3,0,29.84,0,23.89,16.11
135,1275,NDIR-SERT,14/12/2021,10,7.62,0,VAR,Fair,79,59,51,3,0,29.84,0,26.11,15
136,1282,NDIR-SERT,14/12/2021,11,11.64,0,E,Fair,82,55,39,3,0,29.81,0,27.78,12.78
137,1290,NDIR-SERT,14/12/2021,14,8.75,0,N,Fair,86,57,37,5,0,29.7,0,30,13.89
138,1301,NDIR-SERT,14/12/2021,15,15.39,0,VAR,Fair,86,57,37,5,0,29.7,0,30,13.89
139,1308,NDIR-SERT,14/12/2021,16,21.8,0,NW,Fair,86,59,40,5,0,29.67,0,30,15
140,1318,NDIR-SERT,14/12/2021,17,17.79,0,W,Fair,84,61,45,6,0,29.67,0,28.89,16.11
141,1329,NDIR-SERT,14/12/2021,18,13.22,0,W,Fair,81,63,54,5,0,29.7,0,27.22,17.22
142,1336,NDIR-SERT,15/12/2021,6,4.67,0,VAR,Fair,66,61,83,1,0,29.75,0,18.89,16.11
143,1345,NDIR-SERT,15/12/2021,7,3.93,0,NNW,Fair,66,63,88,2,0,29.75,0,18.89,17.22
144,1354,NDIR-SERT,15/12/2021,12,7.29,0,VAR,Fair,86,61,43,3,0,29.75,0,30,16.11
145,1363,NDIR-SERT,15/12/2021,13,9.69,0,VAR,Fair,86,57,37,2,0,29.73,0,30,13.89
146,1374,NDIR-SERT,15/12/2021,14,9.39,0,NNW,Fair,86,55,35,5,0,29.67,0,30,12.78
147,1380,NDIR-SERT,15/12/2021,15,13.3,0,VAR,Fair,88,55,33,5,0,29.64,0,31.11,12.78
148,1393,NDIR-SERT,15/12/2021,16,23.49,0,NW,Fair,86,55,35,5,0,29.64,0,30,12.78
149,1401,NDIR-SERT,15/12/2021,17,26.47,0,W,Fair,86,61,43,6,0,29.64,0,30,16.11
150,1410,NDIR-SERT,15/12/2021,18,13.38,0,W,Fair,81,63,54,5,0,29.67,0,27.22,17.22
151,1417,NDIR-SERT,15/12/2021,19,11.73,0,NW,Fair,75,63,65,1,0,29.67,0,23.89,17.22
152,1427,NDIR-SERT,15/12/2021,20,8,0,W,Fair,73,66,78,1,0,29.7,0,22.78,18.89
161,1515,NDIR-SERT,16/12/2021,6,5.49,0,NNW,Fair,64,61,88,1,0,29.73,0,17.78,16.11
162,1524,NDIR-SERT,16/12/2021,9,3.93,0,VAR,Fair,73,63,69,2,0,29.78,0,22.78,17.22
163,1533,NDIR-SERT,16/12/2021,10,1.08,0.89,NNW,Fair,77,61,57,3,0,29.78,0,25,16.11
164,1542,NDIR-SERT,16/12/2021,11,9.07,0.01,VAR,Fair,82,57,42,5,0,29.78,0,27.78,13.89
165,1555,NDIR-SERT,16/12/2021,12,4.83,0.61,NNW,Fair,86,57,37,3,0,29.75,0,30,13.89
166,1564,NDIR-SERT,16/12/2021,13,1.92,1.35,WNW,Fair,88,59,38,5,0,29.7,0,31.11,15
167,1569,NDIR-SERT,16/12/2021,14,16.1,0.13,WNW,Fair,88,55,33,3,0,29.67,0,31.11,12.78
168,1578,NDIR-SERT,16/12/2021,15,20.58,0,WNW,Fair,88,61,40,7,0,29.67,0,31.11,16.11
169,1592,NDIR-SERT,16/12/2021,16,25.25,0,WNW,Fair,88,59,38,7,0,29.64,0,31.11,15
170,1597,NDIR-SERT,16/12/2021,17,22.13,0,W,Fair,86,61,43,7,0,29.67,0,30,16.11
171,1609,NDIR-SERT,16/12/2021,18,10.95,0,W,Fair,82,63,51,5,0,29.67,0,27.78,17.22
172,1619,NDIR-SERT,16/12/2021,19,9.05,0,NW,Fair,79,64,61,3,0,29.7,0,26.11,17.78
173,1624,NDIR-SERT,17/12/2021,6,3.75,0,N,Fair,68,63,83,3,0,29.73,0,20,17.22
174,1632,NDIR-SERT,17/12/2021,7,4.56,0,N,Fair,68,63,83,2,0,29.75,0,20,17.22
175,1644,NDIR-SERT,17/12/2021,8,2.85,0.02,N,Fair,70,64,83,3,0,29.78,0,21.11,17.78
176,1652,NDIR-SERT,17/12/2021,9,4.45,0.72,NNW,Fair,75,64,69,3,0,29.78,0,23.89,17.78
177,1660,NDIR-SERT,17/12/2021,10,3.72,0.02,VAR,Fair,81,63,54,3,0,29.81,0,27.22,17.22
178,1673,NDIR-SERT,17/12/2021,11,1.97,0.65,NNW,Fair,84,63,48,5,0,29.78,0,28.89,17.22
179,1680,NDIR-SERT,17/12/2021,12,1.91,0.39,NNW,Fair,88,63,43,5,0,29.75,0,31.11,17.22
180,1690,NDIR-SERT,17/12/2021,13,2.98,0.28,VAR,Fair,90,59,36,3,0,29.7,0,32.22,15
181,1696,NDIR-SERT,17/12/2021,14,8.94,0.01,VAR,Fair,90,61,38,5,0,29.67,0,32.22,16.11
182,1706,NDIR-SERT,17/12/2021,15,16.5,0,W,Fair,90,59,36,7,0,29.67,0,32.22,15
183,1717,NDIR-SERT,17/12/2021,16,20.47,0,W,Fair,90,63,40,7,0,29.64,0,32.22,17.22
184,1724,NDIR-SERT,17/12/2021,17,19.01,0,W,Fair,86,63,45,7,0,29.67,0,30,17.22
185,1734,NDIR-SERT,17/12/2021,18,14.3,0,W,Fair,84,66,55,5,0,29.7,0,28.89,18.89
186,1741,NDIR-SERT,17/12/2021,19,14.08,0,W,Fair,82,66,58,3,0,29.7,0,27.78,18.89
187,1750,NDIR-SERT,17/12/2021,20,7.9,0,NW,Fair,81,66,61,3,0,29.73,0,27.22,18.89
196,1844,NDIR-SERT,18/12/2021,6,5,0,E,Fair,72,63,73,2,0,29.75,0,22.22,17.22
197,1852,NDIR-SERT,18/12/2021,7,5.03,0,VAR,Fair,73,64,73,2,0,29.78,0,22.78,17.78
198,1858,NDIR-SERT,18/12/2021,8,3.06,0.03,VAR,Fair,75,64,69,1,0,29.81,0,23.89,17.78
199,1866,NDIR-SERT,18/12/2021,9,1.16,0.42,CALM,Fair,77,63,61,0,0,29.84,0,25,17.22
200,1880,NDIR-SERT,19/12/2021,6,2.17,0,VAR,Fair,72,54,53,5,0,29.81,0,22.22,12.22
201,1884,NDIR-SERT,19/12/2021,7,4.13,0,VAR,Fair,70,55,60,3,0,29.81,0,21.11,12.78
202,1898,NDIR-SERT,19/12/2021,8,2.73,0.01,VAR,Fair,70,55,60,3,0,29.87,0,21.11,12.78
203,1904,NDIR-SERT,19/12/2021,9,0.15,3.2,VAR,Fair,75,54,47,5,0,29.87,0,23.89,12.22
204,1911,NDIR-SERT,19/12/2021,10,0,9.72,ENE,Fair,77,54,44,7,0,29.9,0,25,12.22
205,1924,NDIR-SERT,19/12/2021,11,0,12.61,VAR,Fair,79,54,42,5,0,29.87,0,26.11,12.22
206,1933,NDIR-SERT,19/12/2021,12,0,13.87,VAR,Fair,82,55,39,3,0,29.84,0,27.78,12.78
207,1938,NDIR-SERT,19/12/2021,13,0,14.78,VAR,Fair,82,52,35,3,0,29.78,0,27.78,11.11
208,1947,NDIR-SERT,19/12/2021,14,0.17,10.8,VAR,Fair,84,52,33,5,0,29.75,0,28.89,11.11
209,1961,NDIR-SERT,19/12/2021,18,3.28,0,W,Fair,77,57,50,6,0,29.75,0,25,13.89
210,1965,NDIR-SERT,19/12/2021,19,7.33,0,W,Fair,75,59,57,3,0,29.78,0,23.89,15
211,1978,NDIR-SERT,19/12/2021,20,6.33,0,NW,Fair,72,61,69,3,0,29.78,0,22.22,16.11
219,2056,NDIR-SERT,20/12/2021,7,1.31,0,NNW,Fair,66,59,78,3,0,29.81,0,18.89,15
220,2065,NDIR-SERT,20/12/2021,8,7.38,0,N,Fair,68,57,68,5,0,29.84,0,20,13.89
221,2077,NDIR-SERT,20/12/2021,9,8.16,0,N,Fair,72,59,64,5,0,29.87,0,22.22,15
222,2083,NDIR-SERT,20/12/2021,10,4.08,0.19,N,Fair,75,59,57,6,0,29.87,0,23.89,15
223,2091,NDIR-SERT,20/12/2021,11,4.16,0.44,NNW,Fair,77,55,47,5,0,29.84,0,25,12.78
224,2100,NDIR-SERT,20/12/2021,12,2.99,0.62,NNW,Fair,79,55,44,8,0,29.81,0,26.11,12.78
225,2110,NDIR-SERT,20/12/2021,13,4.87,0.35,NW,Fair,81,54,39,8,0,29.78,0,27.22,12.22
226,2118,NDIR-SERT,20/12/2021,14,5.96,0.11,WNW,Fair,82,54,37,9,0,29.73,0,27.78,12.22
227,2132,NDIR-SERT,20/12/2021,15,7.39,0.05,NNW,Fair,84,52,33,7,0,29.7,0,28.89,11.11
228,2136,NDIR-SERT,20/12/2021,16,8.56,0.01,NW,Fair,82,54,37,9,0,29.7,0,27.78,12.22
229,2148,NDIR-SERT,20/12/2021,17,12.14,0,NNW,Fair,81,54,39,7,0,29.7,0,27.22,12.22
230,2155,NDIR-SERT,21/12/2021,11,42.1,4.32,VAR,Fair,81,57,45,3,0,29.81,0,27.22,13.89
231,2165,NDIR-SERT,21/12/2021,12,0.02,5.85,NNE,Fair,82,55,39,3,0,29.78,0,27.78,12.78
232,2174,NDIR-SERT,21/12/2021,13,0.19,6.18,VAR,Fair,82,55,39,5,0,29.75,0,27.78,12.78
233,2181,NDIR-SERT,21/12/2021,14,1.31,2.53,VAR,Fair,84,57,40,6,0,29.7,0,28.89,13.89
234,2195,NDIR-SERT,21/12/2021,15,4.14,0.37,VAR,Fair,86,57,37,3,0,29.7,0,30,13.89
235,2200,NDIR-SERT,21/12/2021,16,9.43,0,W,Fair,84,57,40,6,0,29.7,0,28.89,13.89
236,2209,NDIR-SERT,21/12/2021,17,11.85,0,W,Fair,82,59,45,6,0,29.7,0,27.78,15
237,2220,NDIR-SERT,21/12/2021,18,10.91,0,W,Fair,79,59,51,3,0,29.73,0,26.11,15
238,2228,NDIR-SERT,21/12/2021,19,9.31,0,CALM,Fair,68,59,73,0,0,29.75,0,20,15
239,2235,NDIR-SERT,21/12/2021,20,7.11,0,CALM,Fair,66,59,78,0,0,29.75,0,18.89,15
248,2328,NDIR-SERT,23/12/2021,6,5.61,0,NW,Fair,61,61,100,2,0,29.73,0,16.11,16.11
249,2336,NDIR-SERT,23/12/2021,7,4.87,0,N,Fair,61,61,100,1,0,29.75,0,16.11,16.11
250,2348,NDIR-SERT,23/12/2021,8,4.47,0,CALM,Fair,70,64,83,0,0,29.78,0,21.11,17.78
251,2356,NDIR-SERT,23/12/2021,9,2.33,0.2,VAR,Fair,75,63,65,1,0,29.81,0,23.89,17.22
252,2362,NDIR-SERT,23/12/2021,10,1.35,1.93,VAR,Fair,81,63,54,2,0,29.78,0,27.22,17.22
256,2402,NDIR-SERT,28/12/2021,6,5.65,0,VAR,Fair,68,66,94,1,0,29.84,0,20,18.89
257,2410,NDIR-SERT,28/12/2021,7,5.44,0,VAR,Fair,70,64,83,1,0,29.87,0,21.11,17.78
258,2416,NDIR-SERT,28/12/2021,8,3.67,0.02,VAR,Fair,75,63,65,2,0,29.9,0,23.89,17.22
259,2424,NDIR-SERT,28/12/2021,9,3.55,0.01,E,Fair,79,63,57,5,0,29.93,0,26.11,17.22
260,2436,NDIR-SERT,28/12/2021,10,2.06,1.42,VAR,Fair,81,61,51,2,0,29.93,0,27.22,16.11
261,2444,NDIR-SERT,28/12/2021,11,6.73,0,VAR,Fair,82,61,48,3,0,29.9,0,27.78,16.11
262,2454,NDIR-SERT,28/12/2021,12,3.9,0.57,VAR,Fair,84,63,48,3,0,29.87,0,28.89,17.22
263,2461,NDIR-SERT,28/12/2021,13,2.21,0.21,W,Fair,86,61,43,6,0,29.81,0,30,16.11
264,2469,NDIR-SERT,28/12/2021,14,6.16,0.16,WNW,Fair,86,63,45,8,0,29.78,0,30,17.22
265,2483,NDIR-SERT,28/12/2021,15,15.74,0,VAR,Fair,86,61,43,6,0,29.75,0,30,16.11
266,2487,NDIR-SERT,28/12/2021,16,24.06,0,NW,Fair,88,61,40,6,0,29.75,0,31.11,16.11
267,2500,NDIR-SERT,28/12/2021,17,27.2,0,W,Fair,84,64,51,7,0,29.75,0,28.89,17.78
268,2510,NDIR-SERT,28/12/2021,18,18.56,0,W,Fair,82,64,54,3,0,29.75,0,27.78,17.78
269,2515,NDIR-SERT,28/12/2021,19,14.22,0,SSE,Fair,75,66,73,1,0,29.78,0,23.89,18.89
270,2525,NDIR-SERT,28/12/2021,20,9.68,0,CALM,Fair,73,66,78,0,0,29.81,0,22.78,18.89
279,2613,NDIR-SERT,29/12/2021,6,6.66,0,VAR,Fair,72,61,69,2,0,29.81,0,22.22,16.11
280,2625,NDIR-SERT,29/12/2021,7,6.2,0,VAR,Fair,70,64,83,1,0,29.84,0,21.11,17.78
281,2632,NDIR-SERT,29/12/2021,8,4.56,0,VAR,Fair,75,63,65,2,0,29.87,0,23.89,17.22
282,2642,NDIR-SERT,29/12/2021,9,4.1,0.09,VAR,Fair,81,61,51,2,0,29.9,0,27.22,16.11
283,2650,NDIR-SERT,29/12/2021,10,6.65,0,N,Fair,81,63,54,5,0,29.9,0,27.22,17.22
284,2659,NDIR-SERT,29/12/2021,11,4.11,0.25,VAR,Fair,86,63,45,2,0,29.87,0,30,17.22
285,2670,NDIR-SERT,29/12/2021,12,16.6,0,VAR,Fair,86,59,40,3,0,29.84,0,30,15
286,2676,NDIR-SERT,29/12/2021,13,21.47,0,VAR,Fair,90,59,36,3,0,29.81,0,32.22,15
287,2690,NDIR-SERT,29/12/2021,14,24.28,0,VAR,Fair,90,59,36,2,0,29.78,0,32.22,15
288,2698,NDIR-SERT,29/12/2021,15,30.32,0,W,Fair,90,61,38,8,0,29.75,0,32.22,16.11
289,2704,NDIR-SERT,29/12/2021,16,28.07,0,W,Fair,88,63,43,7,0,29.75,0,31.11,17.22
290,2715,NDIR-SERT,29/12/2021,17,16.53,0,W,Fair,86,64,48,5,0,29.75,0,30,17.78
291,2722,NDIR-SERT,29/12/2021,18,10.7,0,W,Fair,84,66,55,2,0,29.78,0,28.89,18.89
292,2735,NDIR-SERT,29/12/2021,19,11.37,0,CALM,Fair,82,68,62,0,0,29.78,0,27.78,20
293,2739,NDIR-SERT,29/12/2021,20,9.87,0,CALM,Fair,79,68,69,0,0,29.81,0,26.11,20
301,2823,NDIR-SERT,30/12/2021,5,6.96,0,NNE,Fair,75,66,73,2,0,29.84,0,23.89,18.89
302,2829,NDIR-SERT,30/12/2021,6,6.86,0,NE,Fair,72,66,83,2,0,29.84,0,22.22,18.89
303,2838,NDIR-SERT,30/12/2021,7,6.4,0,CALM,Fair,70,66,88,0,0,29.87,0,21.11,18.89
304,2847,NDIR-SERT,30/12/2021,8,4.39,0,VAR,Fair,77,66,69,2,0,29.9,0,25,18.89
305,2859,NDIR-SERT,30/12/2021,9,4.77,0.08,VAR,Fair,82,64,54,2,0,29.93,0,27.78,17.78
306,2868,NDIR-SERT,30/12/2021,10,2.66,0.35,E,Fair,84,61,45,3,0,29.93,0,28.89,16.11
307,2879,NDIR-SERT,30/12/2021,11,1.25,0.94,VAR,Fair,86,61,43,3,0,29.93,0,30,16.11
308,2884,NDIR-SERT,30/12/2021,12,0.15,5.48,VAR,Fair,88,61,40,5,0,29.9,0,31.11,16.11
309,2892,NDIR-SERT,30/12/2021,13,1.38,7.19,W,Fair,88,61,40,6,0,29.84,0,31.11,16.11
310,2903,NDIR-SERT,30/12/2021,14,0,6.98,NW,Fair,88,63,43,6,0,29.81,0,31.11,17.22
311,2912,NDIR-SERT,30/12/2021,15,0.13,4.67,WNW,Fair,90,63,40,7,0,29.78,0,32.22,17.22
312,2924,NDIR-SERT,30/12/2021,16,1.76,0.91,N,Fair,90,61,38,3,0,29.75,0,32.22,16.11
313,2928,NDIR-SERT,30/12/2021,17,5.86,0.01,W,Fair,88,64,46,6,0,29.78,0,31.11,17.78
314,2938,NDIR-SERT,30/12/2021,18,9.34,0,W,Fair,84,66,55,3,0,29.78,0,28.89,18.89
315,2949,NDIR-SERT,30/12/2021,19,9.55,0,CALM,Fair,82,68,62,0,0,29.81,0,27.78,20
316,2959,NDIR-SERT,30/12/2021,20,8.99,0,VAR,Fair,79,68,69,1,0,29.84,0,26.11,20
325,3046,NDIR-SERT,31/12/2021,6,5.74,0,VAR,Fair,73,63,69,2,0,29.84,0,22.78,17.22
326,3054,NDIR-SERT,31/12/2021,7,4.65,0,VAR,Fair,72,63,73,1,0,29.87,0,22.22,17.22
