id,name,new_date,new_datetime,hour,demand_kWh,supply_kWh
18076,350kW,2022-03-21,2022-03-21 08:00:53,8,0,18.84
18077,SIMINAR,2022-03-21,2022-03-21 08:00:53,8,0.39,0
18078,NDIR-SERT,2022-03-21,2022-03-21 08:00:53,8,5.42,0.08
18079,120kW,2022-03-21,2022-03-21 08:00:53,8,0.68,2.03
18080,SEPCON LAB,2022-03-21,2022-03-21 08:00:53,8,1.04,0
18081,TBat,2022-03-21,2022-03-21 08:01:01,8,0,0
18082,TESTING,2022-03-21,2022-03-21 08:01:01,8,0.36,0
18083,APST,2022-03-21,2022-03-21 08:01:01,8,0.68,0
18084,120kW,2022-03-21,2022-03-21 09:01:04,9,0.01,9.15
18085,SGTECH,2022-03-21,2022-03-21 09:01:04,9,11.71,0
18086,350kW,2022-03-21,2022-03-21 09:01:04,9,0,66.75
18087,NDIR-SERT,2022-03-21,2022-03-21 09:01:04,9,19.74,0.02
18088,SEPCON LAB,2022-03-21,2022-03-21 09:01:04,9,1.24,0
18089,SIMINAR,2022-03-21,2022-03-21 09:01:04,9,1.82,0
18090,TESTING,2022-03-21,2022-03-21 09:01:14,9,0.39,0
18091,APST,2022-03-21,2022-03-21 09:01:14,9,0.01,0
18092,TBat,2022-03-21,2022-03-21 09:01:14,9,0,0
18093,120kW,2022-03-21,2022-03-21 10:00:52,10,0,10.24
18094,SIMINAR,2022-03-21,2022-03-21 10:00:52,10,3.38,0
18095,NDIR-SERT,2022-03-21,2022-03-21 10:00:52,10,42.49,0
18096,350kW,2022-03-21,2022-03-21 10:00:52,10,0,68.07
18097,SGTECH,2022-03-21,2022-03-21 10:00:52,10,18.86,0
18098,SEPCON LAB,2022-03-21,2022-03-21 10:00:52,10,7.46,0
18099,TESTING,2022-03-21,2022-03-21 10:01:04,10,1.45,0
18100,TBat,2022-03-21,2022-03-21 10:01:04,10,0,0
18101,APST,2022-03-21,2022-03-21 10:01:04,10,0,0
18102,SEPCON LAB,2022-03-21,2022-03-21 11:00:52,11,9.33,0
18103,350kW,2022-03-21,2022-03-21 11:00:52,11,0,74.75
18104,NDIR-SERT,2022-03-21,2022-03-21 11:00:52,11,35.95,0
18105,SGTECH,2022-03-21,2022-03-21 11:00:52,11,24.92,0
18106,SIMINAR,2022-03-21,2022-03-21 11:00:52,11,3.91,0
18107,120kW,2022-03-21,2022-03-21 11:00:52,11,0,12.06
18108,APST,2022-03-21,2022-03-21 11:01:01,11,0,0
18109,TESTING,2022-03-21,2022-03-21 11:01:00,11,1.93,0
18110,TBat,2022-03-21,2022-03-21 11:01:01,11,0,0
18111,120kW,2022-03-21,2022-03-21 12:00:52,12,0,24.16
18112,350kW,2022-03-21,2022-03-21 12:00:52,12,0,137.46
18113,SIMINAR,2022-03-21,2022-03-21 12:00:52,12,4.26,0
18114,SEPCON LAB,2022-03-21,2022-03-21 12:00:52,12,11,0
18115,SGTECH,2022-03-21,2022-03-21 12:00:52,12,26.94,0
18116,NDIR-SERT,2022-03-21,2022-03-21 12:00:52,12,26.98,0
18117,APST,2022-03-21,2022-03-21 12:01:01,12,0,0
18118,TESTING,2022-03-21,2022-03-21 12:01:01,12,2.13,0
18119,TBat,2022-03-21,2022-03-21 12:01:01,12,0,0
18120,NDIR-SERT,2022-03-21,2022-03-21 13:00:51,13,29.88,0
18121,SEPCON LAB,2022-03-21,2022-03-21 13:00:51,13,7.4,0
18122,SIMINAR,2022-03-21,2022-03-21 13:00:51,13,4.26,0
18123,SGTECH,2022-03-21,2022-03-21 13:00:51,13,28.2,0
18124,120kW,2022-03-21,2022-03-21 13:00:51,13,0,27.93
18125,350kW,2022-03-21,2022-03-21 13:00:51,13,0,121.54
18126,TBat,2022-03-21,2022-03-21 13:00:59,13,0,0
18127,APST,2022-03-21,2022-03-21 13:00:59,13,0,0
18128,TESTING,2022-03-21,2022-03-21 13:00:59,13,2.19,0
18129,SIMINAR,2022-03-21,2022-03-21 14:00:52,14,4.44,0
18130,SGTECH,2022-03-21,2022-03-21 14:00:52,14,26.82,0
18131,NDIR-SERT,2022-03-21,2022-03-21 14:00:52,14,39.03,0
18132,350kW,2022-03-21,2022-03-21 14:00:52,14,0,72
18133,120kW,2022-03-21,2022-03-21 14:00:52,14,0,16.93
18134,SEPCON LAB,2022-03-21,2022-03-21 14:00:52,14,6.93,0
18135,TESTING,2022-03-21,2022-03-21 14:01:00,14,2.07,0
18136,TBat,2022-03-21,2022-03-21 14:01:00,14,0,0
18137,APST,2022-03-21,2022-03-21 14:01:00,14,0,0
18138,NDIR-SERT,2022-03-21,2022-03-21 15:00:51,15,29.73,0
18139,SIMINAR,2022-03-21,2022-03-21 15:00:51,15,4.13,0
18140,SGTECH,2022-03-21,2022-03-21 15:00:51,15,28.74,0
18141,SEPCON LAB,2022-03-21,2022-03-21 15:00:51,15,7.48,0
18142,350kW,2022-03-21,2022-03-21 15:00:51,15,0,100.34
18143,120kW,2022-03-21,2022-03-21 15:00:51,15,0,26.5
18144,TESTING,2022-03-21,2022-03-21 15:00:59,15,2.05,0
18145,APST,2022-03-21,2022-03-21 15:00:59,15,0,0
18146,TBat,2022-03-21,2022-03-21 15:00:59,15,0,0
18147,NDIR-SERT,2022-03-21,2022-03-21 16:00:53,16,34.33,0
18148,SIMINAR,2022-03-21,2022-03-21 16:00:53,16,4.64,0
18149,350kW,2022-03-21,2022-03-21 16:00:53,16,0,49.22
18150,SGTECH,2022-03-21,2022-03-21 16:00:53,16,26.87,0
18151,120kW,2022-03-21,2022-03-21 16:00:53,16,0,11.18
18152,SEPCON LAB,2022-03-21,2022-03-21 16:00:53,16,7.33,0
18153,TESTING,2022-03-21,2022-03-21 16:01:09,16,2.1,0
18154,APST,2022-03-21,2022-03-21 16:01:09,16,0,0
18155,TBat,2022-03-21,2022-03-21 16:01:09,16,0,0
18156,SEPCON LAB,2022-03-21,2022-03-21 17:00:54,17,7.92,0
18157,120kW,2022-03-21,2022-03-21 17:00:54,17,0.09,1.51
18158,350kW,2022-03-21,2022-03-21 17:00:54,17,0,18.94
18159,SGTECH,2022-03-21,2022-03-21 17:00:54,17,12.87,0
18160,NDIR-SERT,2022-03-21,2022-03-21 17:00:54,17,36.99,0
18161,SIMINAR,2022-03-21,2022-03-21 17:00:54,17,4.6,0
18162,TESTING,2022-03-21,2022-03-21 17:01:04,17,1.44,0
18163,TBat,2022-03-21,2022-03-21 17:01:04,17,0,0
18164,APST,2022-03-21,2022-03-21 17:01:04,17,0.09,0
18165,NDIR-SERT,2022-03-21,2022-03-21 18:00:52,18,31.95,0
18166,120kW,2022-03-21,2022-03-21 18:00:52,18,0.29,1.92
18167,350kW,2022-03-21,2022-03-21 18:00:52,18,0,16.28
18168,SGTECH,2022-03-21,2022-03-21 18:00:52,18,2.27,0
18169,SEPCON LAB,2022-03-21,2022-03-21 18:00:52,18,9.08,0
18170,SIMINAR,2022-03-21,2022-03-21 18:00:52,18,4.07,0
18171,APST,2022-03-21,2022-03-21 18:01:00,18,0.29,0
18172,TESTING,2022-03-21,2022-03-21 18:01:00,18,0.33,0
18173,TBat,2022-03-21,2022-03-21 18:01:00,18,0,0
18174,SIMINAR,2022-03-21,2022-03-21 19:00:52,19,2.73,0
18175,NDIR-SERT,2022-03-21,2022-03-21 19:00:52,19,28.7,0
18176,120kW,2022-03-21,2022-03-21 19:00:52,19,4.41,0.03
18177,350kW,2022-03-21,2022-03-21 19:00:52,19,0.04,1.06
18178,SGTECH,2022-03-21,2022-03-21 19:00:52,19,1.26,0
18179,SEPCON LAB,2022-03-21,2022-03-21 19:00:52,19,4.75,0
18180,APST,2022-03-21,2022-03-21 19:00:59,19,4.41,0
18181,TBat,2022-03-21,2022-03-21 19:00:59,19,0,0
18182,TESTING,2022-03-21,2022-03-21 19:00:59,19,0.56,0
18183,350kW,2022-03-21,2022-03-21 20:00:51,20,0,0
18184,SIMINAR,2022-03-21,2022-03-21 20:00:51,20,1.29,0
18185,SGTECH,2022-03-21,2022-03-21 20:00:51,20,1.39,0
18186,SEPCON LAB,2022-03-21,2022-03-21 20:00:51,20,4.4,0
18187,120kW,2022-03-21,2022-03-21 20:00:51,20,2.61,0
18188,NDIR-SERT,2022-03-21,2022-03-21 20:00:51,20,16.66,0
18189,APST,2022-03-21,2022-03-21 20:00:59,20,2.61,0
18190,TBat,2022-03-21,2022-03-21 20:00:59,20,0,0
18191,TESTING,2022-03-21,2022-03-21 20:00:59,20,0.65,0
18192,SGTECH,2022-03-21,2022-03-21 21:00:51,21,1.44,0
18193,350kW,2022-03-21,2022-03-21 21:00:51,21,0,0
18194,120kW,2022-03-21,2022-03-21 21:00:51,21,3.29,0
18195,SIMINAR,2022-03-21,2022-03-21 21:00:51,21,0.46,0
18196,SEPCON LAB,2022-03-21,2022-03-21 21:00:51,21,3.89,0
18197,NDIR-SERT,2022-03-21,2022-03-21 21:00:51,21,9.73,0
18198,APST,2022-03-21,2022-03-21 21:00:59,21,3.29,0
18199,TESTING,2022-03-21,2022-03-21 21:00:59,21,0.68,0
18200,TBat,2022-03-21,2022-03-21 21:00:59,21,0,0
18201,SEPCON LAB,2022-03-21,2022-03-21 22:00:51,22,4.3,0
18202,SIMINAR,2022-03-21,2022-03-21 22:00:51,22,0.46,0
18203,NDIR-SERT,2022-03-21,2022-03-21 22:00:51,22,9.14,0
18204,SGTECH,2022-03-21,2022-03-21 22:00:51,22,1.44,0
18205,350kW,2022-03-21,2022-03-21 22:00:51,22,0,0
18206,120kW,2022-03-21,2022-03-21 22:00:51,22,3,0
18207,APST,2022-03-21,2022-03-21 22:00:59,22,3,0
18208,TBat,2022-03-21,2022-03-21 22:00:59,22,0,0
18209,TESTING,2022-03-21,2022-03-21 22:00:59,22,0.66,0
18210,NDIR-SERT,2022-03-21,2022-03-21 23:00:51,23,9.02,0
18211,120kW,2022-03-21,2022-03-21 23:00:51,23,2.77,0
18212,SGTECH,2022-03-21,2022-03-21 23:00:51,23,1.34,0
18213,SEPCON LAB,2022-03-21,2022-03-21 23:00:51,23,2.65,0
18214,350kW,2022-03-21,2022-03-21 23:00:51,23,0,0
18215,SIMINAR,2022-03-21,2022-03-21 23:00:51,23,0.36,0
18216,TESTING,2022-03-21,2022-03-21 23:00:59,23,0.65,0
18217,APST,2022-03-21,2022-03-21 23:00:59,23,2.77,0
18218,TBat,2022-03-21,2022-03-21 23:00:59,23,0,0
18228,SGTECH,2022-03-22,2022-03-22 01:00:51,1,1.32,0
18229,SIMINAR,2022-03-22,2022-03-22 01:00:51,1,0.35,0
18230,SEPCON LAB,2022-03-22,2022-03-22 01:00:51,1,1.38,0
18231,NDIR-SERT,2022-03-22,2022-03-22 01:00:51,1,8.34,0
18232,350kW,2022-03-22,2022-03-22 01:00:51,1,0,0
18233,120kW,2022-03-22,2022-03-22 01:00:51,1,2.76,0
18234,APST,2022-03-22,2022-03-22 01:00:59,1,2.76,0
18235,TBat,2022-03-22,2022-03-22 01:00:59,1,0,0
18236,TESTING,2022-03-22,2022-03-22 01:00:59,1,0.67,0
18237,SEPCON LAB,2022-03-22,2022-03-22 02:00:51,2,1.25,0
18238,NDIR-SERT,2022-03-22,2022-03-22 02:00:51,2,8.24,0
18239,350kW,2022-03-22,2022-03-22 02:00:51,2,0,0
18240,120kW,2022-03-22,2022-03-22 02:00:51,2,2.61,0
18241,SGTECH,2022-03-22,2022-03-22 02:00:51,2,1.36,0
18242,SIMINAR,2022-03-22,2022-03-22 02:00:51,2,0.36,0
18243,TESTING,2022-03-22,2022-03-22 02:00:59,2,0.65,0
18244,APST,2022-03-22,2022-03-22 02:00:59,2,2.61,0
18245,TBat,2022-03-22,2022-03-22 02:00:59,2,0,0
18246,SIMINAR,2022-03-22,2022-03-22 03:00:51,3,0.35,0
18247,350kW,2022-03-22,2022-03-22 03:00:51,3,0,0
18248,120kW,2022-03-22,2022-03-22 03:00:51,3,2.46,0
18249,SGTECH,2022-03-22,2022-03-22 03:00:51,3,1.31,0
18250,SEPCON LAB,2022-03-22,2022-03-22 03:00:51,3,1.14,0
18251,NDIR-SERT,2022-03-22,2022-03-22 03:00:51,3,8.11,0
18252,TESTING,2022-03-22,2022-03-22 03:00:59,3,0.67,0
18253,TBat,2022-03-22,2022-03-22 03:00:59,3,0,0
18254,APST,2022-03-22,2022-03-22 03:00:59,3,2.46,0
18255,120kW,2022-03-22,2022-03-22 04:00:51,4,2.29,0
18256,SIMINAR,2022-03-22,2022-03-22 04:00:51,4,0.37,0
18257,NDIR-SERT,2022-03-22,2022-03-22 04:00:51,4,8.03,0
18258,350kW,2022-03-22,2022-03-22 04:00:51,4,0,0
18259,SEPCON LAB,2022-03-22,2022-03-22 04:00:51,4,1.14,0
18260,SGTECH,2022-03-22,2022-03-22 04:00:51,4,1.37,0
18261,TBat,2022-03-22,2022-03-22 04:00:59,4,0,0
18262,APST,2022-03-22,2022-03-22 04:00:59,4,2.29,0
18263,TESTING,2022-03-22,2022-03-22 04:00:59,4,0.67,0
18264,SEPCON LAB,2022-03-22,2022-03-22 05:00:51,5,1.14,0
18265,SIMINAR,2022-03-22,2022-03-22 05:00:51,5,0.35,0
18266,350kW,2022-03-22,2022-03-22 05:00:51,5,0,0
18267,SGTECH,2022-03-22,2022-03-22 05:00:51,5,1.41,0
18268,120kW,2022-03-22,2022-03-22 05:00:51,5,2.4,0
18269,NDIR-SERT,2022-03-22,2022-03-22 05:00:51,5,8.34,0
18270,TESTING,2022-03-22,2022-03-22 05:00:59,5,0.68,0
18271,TBat,2022-03-22,2022-03-22 05:00:59,5,0,0
18272,APST,2022-03-22,2022-03-22 05:00:59,5,2.4,0
18273,120kW,2022-03-22,2022-03-22 06:00:51,6,2.19,0
18274,SEPCON LAB,2022-03-22,2022-03-22 06:00:51,6,0.84,0
18275,SIMINAR,2022-03-22,2022-03-22 06:00:51,6,0.36,0
18276,NDIR-SERT,2022-03-22,2022-03-22 06:00:51,6,7.6,0
18277,350kW,2022-03-22,2022-03-22 06:00:51,6,0,0
18278,SGTECH,2022-03-22,2022-03-22 06:00:51,6,2.18,0
18279,APST,2022-03-22,2022-03-22 06:00:59,6,2.19,0
18280,TBat,2022-03-22,2022-03-22 06:00:59,6,0,0
18281,TESTING,2022-03-22,2022-03-22 06:00:59,6,0.43,0
18282,SGTECH,2022-03-22,2022-03-22 07:00:51,7,0.59,0
18283,120kW,2022-03-22,2022-03-22 07:00:51,7,2.12,0.04
18284,NDIR-SERT,2022-03-22,2022-03-22 07:00:51,7,7.11,0
18285,SIMINAR,2022-03-22,2022-03-22 07:00:51,7,0.36,0
18286,350kW,2022-03-22,2022-03-22 07:00:51,7,0,0.06
18287,SEPCON LAB,2022-03-22,2022-03-22 07:00:51,7,0.95,0
18288,TBat,2022-03-22,2022-03-22 07:00:59,7,0,0
18289,TESTING,2022-03-22,2022-03-22 07:00:59,7,0.36,0
18290,APST,2022-03-22,2022-03-22 07:00:59,7,2.12,0
18291,SGTECH,2022-03-22,2022-03-22 08:00:51,8,5.94,0
18292,NDIR-SERT,2022-03-22,2022-03-22 08:00:51,8,9.07,0
18293,SIMINAR,2022-03-22,2022-03-22 08:00:51,8,0.35,0
18294,120kW,2022-03-22,2022-03-22 08:00:51,8,0.28,3.09
18295,SEPCON LAB,2022-03-22,2022-03-22 08:00:51,8,1.45,0
18296,350kW,2022-03-22,2022-03-22 08:00:51,8,0,25.81
18297,TBat,2022-03-22,2022-03-22 08:00:59,8,0,0
18298,TESTING,2022-03-22,2022-03-22 08:00:59,8,0.35,0
18299,APST,2022-03-22,2022-03-22 08:00:59,8,0.28,0
18300,SGTECH,2022-03-22,2022-03-22 09:00:52,9,13.58,0
18301,120kW,2022-03-22,2022-03-22 09:00:52,9,0,7.73
18302,SEPCON LAB,2022-03-22,2022-03-22 09:00:52,9,1.73,0
18303,350kW,2022-03-22,2022-03-22 09:00:52,9,0,53.88
18304,NDIR-SERT,2022-03-22,2022-03-22 09:00:52,9,26.74,0
18305,SIMINAR,2022-03-22,2022-03-22 09:00:52,9,1.58,0
18306,APST,2022-03-22,2022-03-22 09:01:00,9,0,0
18307,TBat,2022-03-22,2022-03-22 09:01:00,9,0,0
18308,TESTING,2022-03-22,2022-03-22 09:01:00,9,0.39,0
18309,350kW,2022-03-22,2022-03-22 10:00:52,10,0,84.87
18310,SGTECH,2022-03-22,2022-03-22 10:00:52,10,21.11,0
18311,SEPCON LAB,2022-03-22,2022-03-22 10:00:52,10,10.38,0
18312,120kW,2022-03-22,2022-03-22 10:00:52,10,0,17.15
18313,NDIR-SERT,2022-03-22,2022-03-22 10:00:52,10,48.37,0
18314,SIMINAR,2022-03-22,2022-03-22 10:00:52,10,3.64,0
18315,TESTING,2022-03-22,2022-03-22 10:01:00,10,1.55,0
18316,APST,2022-03-22,2022-03-22 10:01:00,10,0,0
18317,TBat,2022-03-22,2022-03-22 10:01:00,10,0,0
18318,SEPCON LAB,2022-03-22,2022-03-22 11:00:51,11,13.14,0
18319,NDIR-SERT,2022-03-22,2022-03-22 11:00:51,11,48.22,0
18320,350kW,2022-03-22,2022-03-22 11:00:51,11,0,68.38
18321,SIMINAR,2022-03-22,2022-03-22 11:00:51,11,4.19,0
18322,120kW,2022-03-22,2022-03-22 11:00:51,11,0,16.7
18323,SGTECH,2022-03-22,2022-03-22 11:00:51,11,19.69,0
18324,TESTING,2022-03-22,2022-03-22 11:00:59,11,1.78,0
18325,APST,2022-03-22,2022-03-22 11:00:59,11,0,0
18326,TBat,2022-03-22,2022-03-22 11:00:59,11,0,0
18327,SEPCON LAB,2022-03-22,2022-03-22 12:00:51,12,10.02,0
18328,120kW,2022-03-22,2022-03-22 12:00:51,12,0,25.33
18329,NDIR-SERT,2022-03-22,2022-03-22 12:00:51,12,35.5,0
18330,SIMINAR,2022-03-22,2022-03-22 12:00:51,12,4.23,0
18331,350kW,2022-03-22,2022-03-22 12:00:51,12,0,115.69
18332,SGTECH,2022-03-22,2022-03-22 12:00:51,12,19.99,0
18333,TESTING,2022-03-22,2022-03-22 12:00:59,12,1.93,0
18334,TBat,2022-03-22,2022-03-22 12:00:59,12,0,0
18335,APST,2022-03-22,2022-03-22 12:00:59,12,0,0
18336,SEPCON LAB,2022-03-22,2022-03-22 13:00:51,13,6.7,0
18337,350kW,2022-03-22,2022-03-22 13:00:51,13,0,106.06
18338,120kW,2022-03-22,2022-03-22 13:00:51,13,0,25.95
18339,NDIR-SERT,2022-03-22,2022-03-22 13:00:51,13,44.42,0
18340,SGTECH,2022-03-22,2022-03-22 13:00:51,13,20.78,0
18341,SIMINAR,2022-03-22,2022-03-22 13:00:51,13,4.16,0
18342,APST,2022-03-22,2022-03-22 13:00:59,13,0,0
18343,TESTING,2022-03-22,2022-03-22 13:00:59,13,1.98,0
18344,TBat,2022-03-22,2022-03-22 13:00:59,13,137165.09,250340.2
18345,NDIR-SERT,2022-03-22,2022-03-22 14:00:51,14,48.57,0
18346,SIMINAR,2022-03-22,2022-03-22 14:00:51,14,4.36,0
18347,350kW,2022-03-22,2022-03-22 14:00:51,14,0,84.19
18348,120kW,2022-03-22,2022-03-22 14:00:51,14,0,20.3
18349,SGTECH,2022-03-22,2022-03-22 14:00:51,14,23.99,0
18350,SEPCON LAB,2022-03-22,2022-03-22 14:00:51,14,7.02,0
18351,TESTING,2022-03-22,2022-03-22 14:00:59,14,2.22,0
18352,TBat,2022-03-22,2022-03-22 14:00:59,14,-137165.09,-250340.2
18353,APST,2022-03-22,2022-03-22 14:00:59,14,0,0
18354,350kW,2022-03-22,2022-03-22 15:00:52,15,0,45.97
18355,120kW,2022-03-22,2022-03-22 15:00:52,15,0.49,9.28
18356,NDIR-SERT,2022-03-22,2022-03-22 15:00:52,15,51.03,0
18357,SGTECH,2022-03-22,2022-03-22 15:00:52,15,21.95,0
18358,SIMINAR,2022-03-22,2022-03-22 15:00:52,15,4.99,0
18359,SEPCON LAB,2022-03-22,2022-03-22 15:00:52,15,6.68,0
18360,TBat,2022-03-22,2022-03-22 15:01:01,15,137236.25,250384.95
18361,APST,2022-03-22,2022-03-22 15:01:01,15,0.49,0
18362,TESTING,2022-03-22,2022-03-22 15:01:01,15,2.09,0
18363,SEPCON LAB,2022-03-22,2022-03-22 16:00:52,16,6.98,0
18364,NDIR-SERT,2022-03-22,2022-03-22 16:00:52,16,42.29,0
18365,SGTECH,2022-03-22,2022-03-22 16:00:52,16,24.94,0
18366,SIMINAR,2022-03-22,2022-03-22 16:00:52,16,4.83,0
18367,120kW,2022-03-22,2022-03-22 16:00:52,16,0,18.53
18368,350kW,2022-03-22,2022-03-22 16:00:52,16,0,65.21
18369,APST,2022-03-22,2022-03-22 16:01:01,16,0,0
18370,TESTING,2022-03-22,2022-03-22 16:01:01,16,3.21,0
18371,TBat,2022-03-22,2022-03-22 16:01:01,16,-137236.25,-250384.95
18372,SGTECH,2022-03-22,2022-03-22 17:00:51,17,19.37,0
18373,SEPCON LAB,2022-03-22,2022-03-22 17:00:51,17,8.14,0
18374,SIMINAR,2022-03-22,2022-03-22 17:00:51,17,4.7,0
18375,350kW,2022-03-22,2022-03-22 17:00:51,17,0,47.44
18376,NDIR-SERT,2022-03-22,2022-03-22 17:00:51,17,44.1,0
18377,120kW,2022-03-22,2022-03-22 17:00:51,17,0,14.49
18378,TBat,2022-03-22,2022-03-22 17:01:00,17,0,0
18379,TESTING,2022-03-22,2022-03-22 17:01:00,17,2.47,0
18380,APST,2022-03-22,2022-03-22 17:01:00,17,0,0
18381,SIMINAR,2022-03-22,2022-03-22 18:00:51,18,4.13,0
18382,350kW,2022-03-22,2022-03-22 18:00:51,18,0,16.03
18383,120kW,2022-03-22,2022-03-22 18:00:51,18,0.52,3.75
18384,SEPCON LAB,2022-03-22,2022-03-22 18:00:51,18,6.46,0
18385,SGTECH,2022-03-22,2022-03-22 18:00:51,18,5.48,0
18386,NDIR-SERT,2022-03-22,2022-03-22 18:00:51,18,33.11,0
18387,APST,2022-03-22,2022-03-22 18:00:59,18,0.52,0
18388,TBat,2022-03-22,2022-03-22 18:00:59,18,0,0
18389,TESTING,2022-03-22,2022-03-22 18:00:59,18,0.66,0
18390,120kW,2022-03-22,2022-03-22 19:00:51,19,3.57,0
18391,SEPCON LAB,2022-03-22,2022-03-22 19:00:51,19,5.78,0
18392,SIMINAR,2022-03-22,2022-03-22 19:00:51,19,3.44,0
18393,350kW,2022-03-22,2022-03-22 19:00:51,19,0.08,0.03
18394,NDIR-SERT,2022-03-22,2022-03-22 19:00:51,19,24.28,0
18395,SGTECH,2022-03-22,2022-03-22 19:00:51,19,1.46,0
18396,APST,2022-03-22,2022-03-22 19:00:59,19,3.57,0
18397,TBat,2022-03-22,2022-03-22 19:00:59,19,137357.84,250398.34
18398,TESTING,2022-03-22,2022-03-22 19:00:59,19,0.54,0
18399,SGTECH,2022-03-22,2022-03-22 20:00:51,20,1.41,0
18400,SEPCON LAB,2022-03-22,2022-03-22 20:00:51,20,5.65,0
18401,SIMINAR,2022-03-22,2022-03-22 20:00:51,20,0.46,0
18402,350kW,2022-03-22,2022-03-22 20:00:51,20,0,0
18403,120kW,2022-03-22,2022-03-22 20:00:51,20,3.32,0
18404,NDIR-SERT,2022-03-22,2022-03-22 20:00:51,20,12.36,0
18405,APST,2022-03-22,2022-03-22 20:01:00,20,3.32,0
18406,TESTING,2022-03-22,2022-03-22 20:01:00,20,0.65,0
18407,TBat,2022-03-22,2022-03-22 20:01:00,20,-137357.84,-250398.34
18408,SIMINAR,2022-03-22,2022-03-22 21:00:51,21,0.36,0
18409,350kW,2022-03-22,2022-03-22 21:00:51,21,0,0
18410,120kW,2022-03-22,2022-03-22 21:00:51,21,3.11,0
18411,SGTECH,2022-03-22,2022-03-22 21:00:51,21,1.41,0
18412,SEPCON LAB,2022-03-22,2022-03-22 21:00:51,21,4.76,0
18413,NDIR-SERT,2022-03-22,2022-03-22 21:00:51,21,9.83,0
18414,APST,2022-03-22,2022-03-22 21:01:00,21,3.11,0
18415,TBat,2022-03-22,2022-03-22 21:01:00,21,0,0
18416,TESTING,2022-03-22,2022-03-22 21:01:00,21,0.66,0
18417,NDIR-SERT,2022-03-22,2022-03-22 22:00:51,22,9.15,0
18418,120kW,2022-03-22,2022-03-22 22:00:51,22,2.89,0
18419,SIMINAR,2022-03-22,2022-03-22 22:00:51,22,0.37,0
18420,350kW,2022-03-22,2022-03-22 22:00:51,22,0,0
18421,SGTECH,2022-03-22,2022-03-22 22:00:51,22,1.42,0
18422,SEPCON LAB,2022-03-22,2022-03-22 22:00:51,22,3.24,0
18423,TESTING,2022-03-22,2022-03-22 22:00:59,22,0.67,0
18424,TBat,2022-03-22,2022-03-22 22:00:59,22,0,0
18425,APST,2022-03-22,2022-03-22 22:00:59,22,2.89,0
18426,NDIR-SERT,2022-03-22,2022-03-22 23:00:51,23,8.38,0
18427,350kW,2022-03-22,2022-03-22 23:00:51,23,0,0
18428,SEPCON LAB,2022-03-22,2022-03-22 23:00:51,23,2.64,0
18429,SIMINAR,2022-03-22,2022-03-22 23:00:51,23,0.35,0
18430,SGTECH,2022-03-22,2022-03-22 23:00:51,23,1.42,0
18431,120kW,2022-03-22,2022-03-22 23:00:51,23,3,0
18432,TESTING,2022-03-22,2022-03-22 23:00:59,23,0.65,0
18433,APST,2022-03-22,2022-03-22 23:00:59,23,3,0
18434,TBat,2022-03-22,2022-03-22 23:00:59,23,137456.36,250398.34
18444,NDIR-SERT,2022-03-23,2022-03-23 01:00:51,1,8.12,0
18445,SGTECH,2022-03-23,2022-03-23 01:00:51,1,1.31,0
18446,120kW,2022-03-23,2022-03-23 01:00:51,1,2.63,0
18447,350kW,2022-03-23,2022-03-23 01:00:51,1,0,0
18448,SIMINAR,2022-03-23,2022-03-23 01:00:51,1,0.39,0
18449,SEPCON LAB,2022-03-23,2022-03-23 01:00:51,1,2.24,0
18450,APST,2022-03-23,2022-03-23 01:00:59,1,2.63,0
18451,TBat,2022-03-23,2022-03-23 01:00:59,1,0,0
18452,TESTING,2022-03-23,2022-03-23 01:00:59,1,0.66,0
18453,SEPCON LAB,2022-03-23,2022-03-23 02:00:51,2,2.1,0
18454,120kW,2022-03-23,2022-03-23 02:00:51,2,2.58,0
18455,SIMINAR,2022-03-23,2022-03-23 02:00:51,2,0.43,0
18456,350kW,2022-03-23,2022-03-23 02:00:51,2,0,0
18457,NDIR-SERT,2022-03-23,2022-03-23 02:00:51,2,7.9,0
18458,SGTECH,2022-03-23,2022-03-23 02:00:51,2,1.35,0
18459,APST,2022-03-23,2022-03-23 02:01:00,2,2.58,0
18460,TBat,2022-03-23,2022-03-23 02:01:00,2,0,0
18461,TESTING,2022-03-23,2022-03-23 02:01:00,2,0.65,0
18462,120kW,2022-03-23,2022-03-23 03:00:51,3,2.29,0
18463,NDIR-SERT,2022-03-23,2022-03-23 03:00:51,3,7.95,0
18464,SEPCON LAB,2022-03-23,2022-03-23 03:00:51,3,2.14,0
18465,SGTECH,2022-03-23,2022-03-23 03:00:51,3,1.35,0
18466,350kW,2022-03-23,2022-03-23 03:00:51,3,0,0
18467,SIMINAR,2022-03-23,2022-03-23 03:00:51,3,0.46,0
18468,TESTING,2022-03-23,2022-03-23 03:00:59,3,0.66,0
18469,TBat,2022-03-23,2022-03-23 03:00:59,3,0,0
18470,APST,2022-03-23,2022-03-23 03:00:59,3,2.29,0
18471,120kW,2022-03-23,2022-03-23 04:00:52,4,2.59,0
18472,SEPCON LAB,2022-03-23,2022-03-23 04:00:52,4,1.97,0
18473,SIMINAR,2022-03-23,2022-03-23 04:00:52,4,0.35,0
18474,350kW,2022-03-23,2022-03-23 04:00:52,4,0,0
18475,SGTECH,2022-03-23,2022-03-23 04:00:52,4,1.33,0
18476,NDIR-SERT,2022-03-23,2022-03-23 04:00:52,4,8.01,0
