,Unnamed: 0,level_0,id,name,new_date,hour,demand_kWh,supply_kWh,Wind,Condition,temperature(°F),dew_point(°F),humidity(%),wind_speed(°mph),wind_gust(°mph),pressure(°in),precip(°in),temperature(°C),dew_point(°C)
923,923,923,8653,NDIR-SERT,2022-02-01,16,34.62,0.0,SSE,Fair,90.0,66.0,46.0,9.0,0.0,29.58,0.0,32.22,18.89
924,924,924,8662,NDIR-SERT,2022-02-01,17,39.85,0.0,SE,Fair,90.0,66.0,46.0,9.0,0.0,29.58,0.0,32.22,18.89
925,925,925,8670,NDIR-SERT,2022-02-01,18,33.73,0.0,SE,Fair,86.0,66.0,51.0,6.0,0.0,29.58,0.0,30.0,18.89
926,926,926,8679,NDIR-SERT,2022-02-01,19,22.3,0.0,ESE,Fair,84.0,68.0,58.0,5.0,0.0,29.58,0.0,28.89,20.0
927,927,927,8690,NDIR-SERT,2022-02-01,20,12.36,0.0,ESE,Fair,81.0,66.0,61.0,2.0,0.0,29.61,0.0,27.22,18.89
936,936,936,8778,NDIR-SERT,2022-02-02,6,15.37,0.0,SE,Fair,73.0,72.0,94.0,5.0,0.0,29.67,0.0,22.78,22.22
937,937,937,8788,NDIR-SERT,2022-02-02,7,5.39,0.0,SSE,Mostly Cloudy,75.0,72.0,89.0,3.0,0.0,29.7,0.0,23.89,22.22
938,938,938,8796,NDIR-SERT,2022-02-02,8,5.81,0.0,SE,Mostly Cloudy,77.0,73.0,89.0,2.0,0.0,29.73,0.0,25.0,22.78
939,939,939,8805,NDIR-SERT,2022-02-02,9,5.11,0.02,SSE,Mostly Cloudy,81.0,73.0,79.0,6.0,0.0,29.75,0.0,27.22,22.78
940,940,940,8818,NDIR-SERT,2022-02-02,10,15.86,0.0,S,Mostly Cloudy,81.0,73.0,79.0,5.0,0.0,29.78,0.0,27.22,22.78
941,941,941,8826,NDIR-SERT,2022-02-02,11,25.55,0.01,W,Mostly Cloudy,84.0,73.0,70.0,5.0,0.0,29.78,0.0,28.89,22.78
942,942,942,8836,NDIR-SERT,2022-02-02,12,11.45,0.0,VAR,Fair,86.0,72.0,62.0,3.0,0.0,29.75,0.0,30.0,22.22
943,943,943,8844,NDIR-SERT,2022-02-02,13,7.75,0.05,VAR,Fair,88.0,70.0,55.0,3.0,0.0,29.73,0.0,31.11,21.11
944,944,944,8851,NDIR-SERT,2022-02-02,14,9.36,0.0,VAR,Fair,90.0,68.0,49.0,6.0,0.0,29.67,0.0,32.22,20.0
945,945,945,8861,NDIR-SERT,2022-02-02,15,14.25,0.0,SSW,Fair,90.0,66.0,46.0,6.0,0.0,29.64,0.0,32.22,18.89
946,946,946,8868,NDIR-SERT,2022-02-02,16,20.05,0.0,SW,Fair,90.0,64.0,43.0,5.0,0.0,29.64,0.0,32.22,17.78
947,947,947,8877,NDIR-SERT,2022-02-02,17,52.12,0.0,VAR,Fair,90.0,66.0,46.0,3.0,0.0,29.64,0.0,32.22,18.89
948,948,948,8886,NDIR-SERT,2022-02-02,18,14.32,0.0,E,Fair,86.0,68.0,55.0,2.0,0.0,29.64,0.0,30.0,20.0
949,949,949,8899,NDIR-SERT,2022-02-02,19,13.68,0.0,ESE,Fair,82.0,70.0,66.0,3.0,0.0,29.64,0.0,27.78,21.11
950,950,950,8905,NDIR-SERT,2022-02-02,20,12.62,0.0,E,Fair,81.0,70.0,70.0,2.0,0.0,29.67,0.0,27.22,21.11
959,959,959,8995,NDIR-SERT,2022-02-03,6,7.17,0.0,ESE,Fair,75.0,72.0,89.0,2.0,0.0,29.7,0.0,23.89,22.22
960,960,960,9004,NDIR-SERT,2022-02-03,7,7.16,0.0,CALM,Mostly Cloudy,75.0,72.0,89.0,0.0,0.0,29.73,0.0,23.89,22.22
961,961,961,9012,NDIR-SERT,2022-02-03,8,6.5,0.0,E,Mostly Cloudy,77.0,72.0,83.0,5.0,0.0,29.75,0.0,25.0,22.22
962,962,962,9022,NDIR-SERT,2022-02-03,9,6.89,0.0,SE,Mostly Cloudy,81.0,73.0,79.0,8.0,0.0,29.75,0.0,27.22,22.78
963,963,963,9031,NDIR-SERT,2022-02-03,10,14.16,0.0,SSE,Mostly Cloudy,84.0,73.0,70.0,9.0,0.0,29.78,0.0,28.89,22.78
964,964,964,9041,NDIR-SERT,2022-02-03,11,19.78,0.0,SSE,Mostly Cloudy,84.0,73.0,70.0,7.0,0.0,29.75,0.0,28.89,22.78
965,965,965,9048,NDIR-SERT,2022-02-03,12,17.79,0.0,S,Mostly Cloudy,86.0,73.0,66.0,7.0,0.0,29.73,0.0,30.0,22.78
966,966,966,9057,NDIR-SERT,2022-02-03,13,17.29,0.02,VAR,Partly Cloudy,88.0,72.0,58.0,7.0,0.0,29.7,0.0,31.11,22.22
967,967,967,9066,NDIR-SERT,2022-02-03,14,18.3,0.0,S,Partly Cloudy,90.0,72.0,55.0,5.0,0.0,29.67,0.0,32.22,22.22
968,968,968,9079,NDIR-SERT,2022-02-03,15,19.27,0.0,SSW,Fair,91.0,72.0,52.0,6.0,0.0,29.64,0.0,32.78,22.22
969,969,969,9085,NDIR-SERT,2022-02-03,16,23.82,0.0,SSW,Fair,91.0,70.0,49.0,6.0,0.0,29.61,0.0,32.78,21.11
970,970,970,9093,NDIR-SERT,2022-02-03,17,27.15,0.0,S,Fair,91.0,70.0,49.0,3.0,0.0,29.61,0.0,32.78,21.11
971,971,971,9104,NDIR-SERT,2022-02-03,18,27.23,0.0,SE,Fair,88.0,70.0,55.0,2.0,0.0,29.61,0.0,31.11,21.11
972,972,972,9112,NDIR-SERT,2022-02-03,19,30.49,0.0,CALM,Fair,84.0,72.0,66.0,0.0,0.0,29.64,0.0,28.89,22.22
973,973,973,9121,NDIR-SERT,2022-02-03,20,20.84,0.0,CALM,Fair,82.0,73.0,74.0,0.0,0.0,29.64,0.0,27.78,22.78
982,982,982,9211,NDIR-SERT,2022-02-04,6,6.69,0.0,ESE,Fair,73.0,73.0,100.0,1.0,0.0,29.7,0.0,22.78,22.78
983,983,983,9220,NDIR-SERT,2022-02-04,7,6.66,0.0,VAR,Partly Cloudy,73.0,73.0,100.0,2.0,0.0,29.73,0.0,22.78,22.78
984,984,984,9230,NDIR-SERT,2022-02-04,8,28.64,0.0,CALM,Mostly Cloudy,77.0,73.0,89.0,0.0,0.0,29.73,0.0,25.0,22.78
985,985,985,9239,NDIR-SERT,2022-02-04,9,17.41,0.0,VAR,Mostly Cloudy,81.0,73.0,79.0,2.0,0.0,29.75,0.0,27.22,22.78
986,986,986,9247,NDIR-SERT,2022-02-04,10,23.82,0.0,SSE,Mostly Cloudy,82.0,72.0,70.0,3.0,0.0,29.78,0.0,27.78,22.22
987,987,987,9256,NDIR-SERT,2022-02-04,11,20.91,0.0,NNW,Fair,84.0,72.0,66.0,3.0,0.0,29.75,0.0,28.89,22.22
988,988,988,9264,NDIR-SERT,2022-02-04,12,17.25,0.0,VAR,Mostly Cloudy,88.0,70.0,55.0,2.0,0.0,29.75,0.0,31.11,21.11
989,989,989,9275,NDIR-SERT,2022-02-04,13,16.66,0.0,WNW,Partly Cloudy,88.0,72.0,58.0,5.0,0.0,29.7,0.0,31.11,22.22
990,990,990,9283,NDIR-SERT,2022-02-04,14,27.47,0.0,SSE,Fair,90.0,70.0,52.0,5.0,0.0,29.67,0.0,32.22,21.11
991,991,991,9292,NDIR-SERT,2022-02-04,15,24.25,0.0,SSW,Fair,90.0,70.0,52.0,6.0,0.0,29.64,0.0,32.22,21.11
992,992,992,9302,NDIR-SERT,2022-02-04,16,30.89,0.0,SSW,Fair,90.0,72.0,55.0,6.0,0.0,29.64,0.0,32.22,22.22
993,993,993,9312,NDIR-SERT,2022-02-04,17,28.21,0.0,S,Fair,90.0,70.0,52.0,5.0,0.0,29.64,0.0,32.22,21.11
994,994,994,9320,NDIR-SERT,2022-02-04,18,29.51,0.0,ENE,Fair,81.0,70.0,70.0,5.0,0.0,29.64,0.0,27.22,21.11
995,995,995,9327,NDIR-SERT,2022-02-04,19,32.02,0.0,E,Fair,79.0,68.0,69.0,3.0,0.0,29.67,0.0,26.11,20.0
996,996,996,9336,NDIR-SERT,2022-02-04,20,19.93,0.0,VAR,Fair,79.0,70.0,74.0,2.0,0.0,29.7,0.0,26.11,21.11
1005,1005,1005,9427,NDIR-SERT,2022-02-05,6,6.34,0.0,NNW,Light Rain,73.0,72.0,94.0,6.0,0.0,29.73,0.0,22.78,22.22
1006,1006,1006,9436,NDIR-SERT,2022-02-05,7,6.12,0.0,VAR,Mostly Cloudy,72.0,72.0,100.0,2.0,0.0,29.75,0.0,22.22,22.22
1007,1007,1007,9445,NDIR-SERT,2022-02-05,8,5.35,0.0,VAR,Light Rain,72.0,72.0,100.0,1.0,0.0,29.78,0.0,22.22,22.22
1008,1008,1008,9453,NDIR-SERT,2022-02-05,9,5.78,0.0,N,Light Drizzle,73.0,72.0,94.0,3.0,0.0,29.81,0.0,22.78,22.22
1009,1009,1009,9467,NDIR-SERT,2022-02-05,10,5.36,0.0,N,Mostly Cloudy,73.0,72.0,94.0,3.0,0.0,29.84,0.0,22.78,22.22
1010,1010,1010,9472,NDIR-SERT,2022-02-05,11,5.08,0.0,VAR,Mostly Cloudy,75.0,72.0,89.0,3.0,0.0,29.84,0.0,23.89,22.22
1011,1011,1011,9480,NDIR-SERT,2022-02-05,12,4.92,0.0,VAR,Fair,79.0,70.0,74.0,6.0,0.0,29.81,0.0,26.11,21.11
1012,1012,1012,9489,NDIR-SERT,2022-02-05,13,4.83,0.0,N,Mostly Cloudy,79.0,66.0,65.0,3.0,0.0,29.78,0.0,26.11,18.89
1013,1013,1013,9498,NDIR-SERT,2022-02-05,14,5.14,0.0,VAR,Mostly Cloudy,79.0,68.0,69.0,2.0,0.0,29.75,0.0,26.11,20.0
1014,1014,1014,9507,NDIR-SERT,2022-02-05,15,3.81,0.05,E,Mostly Cloudy,79.0,66.0,65.0,5.0,0.0,29.75,0.0,26.11,18.89
1015,1015,1015,9521,NDIR-SERT,2022-02-05,16,1.09,1.82,ENE,Mostly Cloudy,79.0,64.0,61.0,3.0,0.0,29.73,0.0,26.11,17.78
1016,1016,1016,9525,NDIR-SERT,2022-02-05,17,0.01,8.04,ENE,Fair,79.0,66.0,65.0,3.0,0.0,29.73,0.0,26.11,18.89
1017,1017,1017,9534,NDIR-SERT,2022-02-05,18,4.27,0.29,VAR,Fair,77.0,70.0,78.0,2.0,0.0,29.73,0.0,25.0,21.11
1018,1018,1018,9546,NDIR-SERT,2022-02-05,19,6.07,0.0,VAR,Fair,75.0,72.0,89.0,1.0,0.0,29.75,0.0,23.89,22.22
1019,1019,1019,9553,NDIR-SERT,2022-02-05,20,8.22,0.0,NW,Fair,73.0,70.0,88.0,5.0,0.0,29.78,0.0,22.78,21.11
1028,1028,1028,9642,NDIR-SERT,2022-02-06,6,6.19,0.0,VAR,Fair,68.0,68.0,100.0,1.0,0.0,29.75,0.0,20.0,20.0
1029,1029,1029,9652,NDIR-SERT,2022-02-06,7,6.27,0.0,NW,Fair,68.0,68.0,100.0,3.0,0.0,29.78,0.0,20.0,20.0
1030,1030,1030,9665,NDIR-SERT,2022-02-06,8,6.3,0.0,NNW,Fair,70.0,66.0,88.0,3.0,0.0,29.81,0.0,21.11,18.89
1031,1031,1031,9672,NDIR-SERT,2022-02-06,9,41.76,0.0,VAR,Fair,70.0,66.0,88.0,1.0,0.0,29.84,0.0,21.11,18.89
1032,1032,1032,9680,NDIR-SERT,2022-02-06,10,3.41,0.0,VAR,Mostly Cloudy,72.0,68.0,88.0,2.0,0.0,29.84,0.0,22.22,20.0
1033,1033,1033,9689,NDIR-SERT,2022-02-06,11,1.62,1.11,SSW,Fair,77.0,66.0,69.0,3.0,0.0,29.81,0.0,25.0,18.89
1034,1034,1034,9698,NDIR-SERT,2022-02-06,12,0.0,12.47,W,Fair,79.0,64.0,61.0,3.0,0.0,29.81,0.0,26.11,17.78
1035,1035,1035,9711,NDIR-SERT,2022-02-06,13,0.0,9.36,VAR,Fair,81.0,64.0,58.0,3.0,0.0,29.75,0.0,27.22,17.78
1036,1036,1036,9718,NDIR-SERT,2022-02-06,14,0.03,7.79,VAR,Fair,82.0,64.0,54.0,3.0,0.0,29.73,0.0,27.78,17.78
1037,1037,1037,9725,NDIR-SERT,2022-02-06,15,0.04,7.98,VAR,Fair,82.0,66.0,58.0,5.0,0.0,29.7,0.0,27.78,18.89
1038,1038,1038,9734,NDIR-SERT,2022-02-06,16,0.84,1.75,VAR,Fair,82.0,66.0,58.0,3.0,0.0,29.67,0.0,27.78,18.89
1039,1039,1039,9743,NDIR-SERT,2022-02-06,17,3.91,0.37,SSW,Fair,82.0,68.0,62.0,6.0,0.0,29.7,0.0,27.78,20.0
1040,1040,1040,9752,NDIR-SERT,2022-02-06,18,12.55,0.0,S,Fair,81.0,68.0,65.0,3.0,0.0,29.7,0.0,27.22,20.0
1041,1041,1041,9764,NDIR-SERT,2022-02-06,19,13.81,0.0,CALM,Fair,79.0,68.0,69.0,0.0,0.0,29.7,0.0,26.11,20.0
1042,1042,1042,9772,NDIR-SERT,2022-02-06,20,12.84,0.0,E,Fair,79.0,70.0,74.0,2.0,0.0,29.73,0.0,26.11,21.11
1051,1051,1051,9860,NDIR-SERT,2022-02-07,6,5.29,0.0,CALM,Fair,72.0,70.0,94.0,0.0,0.0,29.73,0.0,22.22,21.11
1052,1052,1052,9872,NDIR-SERT,2022-02-07,7,4.61,0.0,N,Shallow Fog,72.0,70.0,94.0,2.0,0.0,29.75,0.0,22.22,21.11
1053,1053,1053,9878,NDIR-SERT,2022-02-07,8,4.45,0.0,VAR,Fair,73.0,70.0,88.0,1.0,0.0,29.75,0.0,22.78,21.11
1054,1054,1054,9890,NDIR-SERT,2022-02-07,9,4.39,0.0,VAR,Fair,79.0,70.0,74.0,2.0,0.0,29.78,0.0,26.11,21.11
1055,1055,1055,9899,NDIR-SERT,2022-02-07,10,4.42,0.0,VAR,Fair,82.0,68.0,62.0,2.0,0.0,29.78,0.0,27.78,20.0
1056,1056,1056,9905,NDIR-SERT,2022-02-07,11,4.44,0.0,VAR,Fair,86.0,68.0,55.0,2.0,0.0,29.75,0.0,30.0,20.0
1057,1057,1057,9915,NDIR-SERT,2022-02-07,12,5.93,0.0,NW,Fair,88.0,66.0,49.0,5.0,0.0,29.73,0.0,31.11,18.89
1058,1058,1058,9923,NDIR-SERT,2022-02-07,13,16.0,0.06,VAR,Fair,90.0,68.0,49.0,3.0,0.0,29.7,0.0,32.22,20.0
1059,1059,1059,9932,NDIR-SERT,2022-02-07,14,41.65,0.0,VAR,Fair,90.0,64.0,43.0,5.0,0.0,29.67,0.0,32.22,17.78
1060,1060,1060,9943,NDIR-SERT,2022-02-07,15,70.94,0.0,SSW,Fair,90.0,64.0,43.0,3.0,0.0,29.64,0.0,32.22,17.78
1061,1061,1061,9951,NDIR-SERT,2022-02-07,16,59.24,0.0,VAR,Fair,91.0,64.0,41.0,2.0,0.0,29.64,0.0,32.78,17.78
1062,1062,1062,9960,NDIR-SERT,2022-02-07,17,78.81,0.0,VAR,Fair,90.0,64.0,43.0,2.0,0.0,29.61,0.0,32.22,17.78
1063,1063,1063,9968,NDIR-SERT,2022-02-07,18,98.76,0.0,VAR,Fair,90.0,66.0,46.0,1.0,0.0,29.64,0.0,32.22,18.89
1064,1064,1064,9977,NDIR-SERT,2022-02-07,19,26.45,0.0,ESE,Fair,84.0,68.0,58.0,2.0,0.0,29.64,0.0,28.89,20.0
1065,1065,1065,9987,NDIR-SERT,2022-02-07,20,15.48,0.0,ESE,Fair,81.0,70.0,70.0,3.0,0.0,29.67,0.0,27.22,21.11
1072,1072,1072,10040,NDIR-SERT,2022-02-08,6,6.75,0.0,VAR,Fair,72.0,68.0,88.0,1.0,0.0,29.7,0.0,22.22,20.0
1073,1073,1073,10051,NDIR-SERT,2022-02-08,9,2.82,0.2,VAR,Fair,81.0,64.0,58.0,2.0,0.0,29.75,0.0,27.22,17.78
1074,1074,1074,10058,NDIR-SERT,2022-02-08,10,14.75,0.0,N,Fair,84.0,63.0,48.0,6.0,0.0,29.78,0.0,28.89,17.22
1075,1075,1075,10068,NDIR-SERT,2022-02-08,14,21.95,0.0,VAR,Fair,91.0,64.0,41.0,5.0,0.0,29.67,0.0,32.78,17.78
1076,1076,1076,10082,NDIR-SERT,2022-02-08,16,29.02,0.0,ESE,Fair,93.0,64.0,38.0,5.0,0.0,29.61,0.0,33.89,17.78
1077,1077,1077,10087,NDIR-SERT,2022-02-08,17,32.03,0.0,W,Fair,91.0,66.0,43.0,5.0,0.0,29.61,0.0,32.78,18.89
1078,1078,1078,10094,NDIR-SERT,2022-02-08,20,8.35,0.0,N,Fair,81.0,68.0,65.0,1.0,0.0,29.64,0.0,27.22,20.0
1081,1081,1081,10122,NDIR-SERT,2022-02-09,7,5.0,0.0,VAR,Fair,72.0,64.0,78.0,1.0,0.0,29.7,0.0,22.22,17.78
1082,1082,1082,10132,NDIR-SERT,2022-02-09,8,4.08,0.0,VAR,Fair,73.0,64.0,73.0,1.0,0.0,29.73,0.0,22.78,17.78
1083,1083,1083,10138,NDIR-SERT,2022-02-09,9,5.19,0.11,ENE,Fair,79.0,64.0,61.0,3.0,0.0,29.75,0.0,26.11,17.78
1084,1084,1084,10151,NDIR-SERT,2022-02-09,10,12.98,0.0,VAR,Fair,82.0,66.0,58.0,2.0,0.0,29.75,0.0,27.78,18.89
1085,1085,1085,10158,NDIR-SERT,2022-02-09,11,9.42,0.0,VAR,Fair,88.0,64.0,46.0,2.0,0.0,29.75,0.0,31.11,17.78
1086,1086,1086,10166,NDIR-SERT,2022-02-09,12,10.5,0.0,W,Fair,91.0,64.0,41.0,6.0,0.0,29.73,0.0,32.78,17.78
1087,1087,1087,10174,NDIR-SERT,2022-02-09,13,5.6,0.0,VAR,Fair,91.0,64.0,41.0,6.0,0.0,29.7,0.0,32.78,17.78
1088,1088,1088,10183,NDIR-SERT,2022-02-09,14,38.02,0.0,W,Fair,93.0,66.0,41.0,5.0,0.0,29.67,0.0,33.89,18.89
1089,1089,1089,10192,NDIR-SERT,2022-02-09,15,25.24,0.0,SW,Fair,93.0,64.0,38.0,7.0,0.0,29.64,0.0,33.89,17.78
1090,1090,1090,10201,NDIR-SERT,2022-02-09,16,24.08,0.0,W,Fair,93.0,66.0,41.0,3.0,0.0,29.61,0.0,33.89,18.89
1091,1091,1091,10210,NDIR-SERT,2022-02-09,17,26.39,0.0,VAR,Fair,93.0,64.0,38.0,2.0,0.0,29.61,0.0,33.89,17.78
1092,1092,1092,10223,NDIR-SERT,2022-02-09,18,28.31,0.0,VAR,Fair,90.0,66.0,46.0,1.0,0.0,29.61,0.0,32.22,18.89
1093,1093,1093,10228,NDIR-SERT,2022-02-09,19,29.07,0.0,VAR,Fair,82.0,68.0,62.0,1.0,0.0,29.64,0.0,27.78,20.0
1094,1094,1094,10237,NDIR-SERT,2022-02-09,20,10.63,0.0,N,Fair,82.0,68.0,62.0,3.0,0.0,29.64,0.0,27.78,20.0
1099,1099,1099,10292,NDIR-SERT,2022-02-10,6,6.55,0.0,ESE,Fair,72.0,68.0,88.0,3.0,0.0,29.7,0.0,22.22,20.0
1100,1100,1100,10302,NDIR-SERT,2022-02-10,7,5.13,0.0,CALM,Fair,72.0,70.0,94.0,0.0,0.0,29.7,0.0,22.22,21.11
1101,1101,1101,10311,NDIR-SERT,2022-02-11,6,4.67,0.0,E,Fair,75.0,72.0,89.0,2.0,0.0,29.64,0.0,23.89,22.22
1102,1102,1102,10321,NDIR-SERT,2022-02-11,8,1.09,0.0,VAR,Fair,79.0,73.0,83.0,2.0,0.0,29.7,0.0,26.11,22.78
1103,1103,1103,10328,NDIR-SERT,2022-02-11,9,12.92,0.0,ESE,Fair,82.0,72.0,70.0,5.0,0.0,29.7,0.0,27.78,22.22
1104,1104,1104,10336,NDIR-SERT,2022-02-11,10,32.9,0.0,SSE,Fair,86.0,73.0,66.0,6.0,0.0,29.73,0.0,30.0,22.78
1105,1105,1105,10345,NDIR-SERT,2022-02-11,11,32.13,0.0,VAR,Fair,86.0,73.0,66.0,3.0,0.0,29.7,0.0,30.0,22.78
1106,1106,1106,10355,NDIR-SERT,2022-02-11,12,27.88,0.0,VAR,Fair,90.0,73.0,59.0,3.0,0.0,29.67,0.0,32.22,22.78
1107,1107,1107,10367,NDIR-SERT,2022-02-11,13,25.03,0.0,VAR,Fair,91.0,73.0,55.0,3.0,0.0,29.64,0.0,32.78,22.78
1108,1108,1108,10374,NDIR-SERT,2022-02-11,14,36.09,0.0,VAR,Fair,91.0,73.0,55.0,5.0,0.0,29.61,0.0,32.78,22.78
1109,1109,1109,10383,NDIR-SERT,2022-02-11,15,38.47,0.0,VAR,Fair,91.0,73.0,55.0,5.0,0.0,29.58,0.0,32.78,22.78
1110,1110,1110,10391,NDIR-SERT,2022-02-11,16,44.62,0.0,WNW,Fair,91.0,72.0,52.0,5.0,0.0,29.55,0.0,32.78,22.22
1111,1111,1111,10399,NDIR-SERT,2022-02-11,17,41.91,0.0,W,Fair,91.0,72.0,52.0,5.0,0.0,29.55,0.0,32.78,22.22
1112,1112,1112,10411,NDIR-SERT,2022-02-11,18,26.78,0.0,W,Fair,90.0,73.0,59.0,3.0,0.0,29.55,0.0,32.22,22.78
1113,1113,1113,10419,NDIR-SERT,2022-02-11,19,15.5,0.0,SSE,Fair,86.0,75.0,70.0,3.0,0.0,29.61,0.0,30.0,23.89
1114,1114,1114,10429,NDIR-SERT,2022-02-11,20,11.43,0.0,SE,Fair,82.0,72.0,70.0,10.0,0.0,29.61,0.0,27.78,22.22
1123,1123,1123,10521,NDIR-SERT,2022-02-12,6,6.0,0.0,SE,Fair,73.0,73.0,100.0,3.0,0.0,29.64,0.0,22.78,22.78
1124,1124,1124,10530,NDIR-SERT,2022-02-12,7,5.67,0.0,VAR,Fair,75.0,73.0,94.0,1.0,0.0,29.67,0.0,23.89,22.78
1125,1125,1125,10537,NDIR-SERT,2022-02-12,8,4.92,0.0,NW,Fair,77.0,73.0,89.0,2.0,0.0,29.67,0.0,25.0,22.78
1126,1126,1126,10543,NDIR-SERT,2022-02-12,9,1.53,0.69,VAR,Fair,82.0,70.0,66.0,2.0,0.0,29.7,0.0,27.78,21.11
1127,1127,1127,10554,NDIR-SERT,2022-02-12,10,0.0,7.49,SE,Fair,84.0,68.0,58.0,3.0,0.0,29.7,0.0,28.89,20.0
1128,1128,1128,10564,NDIR-SERT,2022-02-12,11,0.0,11.43,S,Fair,86.0,68.0,55.0,6.0,0.0,29.7,0.0,30.0,20.0
1129,1129,1129,10574,NDIR-SERT,2022-02-12,12,0.0,9.78,S,Fair,88.0,68.0,52.0,3.0,0.0,29.64,0.0,31.11,20.0
1130,1130,1130,10580,NDIR-SERT,2022-02-12,13,0.0,10.72,SSW,Fair,90.0,68.0,49.0,5.0,0.0,29.61,0.0,32.22,20.0
1131,1131,1131,10588,NDIR-SERT,2022-02-12,14,0.03,8.55,VAR,Fair,91.0,66.0,43.0,5.0,0.0,29.58,0.0,32.78,18.89
1132,1132,1132,10600,NDIR-SERT,2022-02-12,15,0.3,6.14,S,Fair,90.0,68.0,49.0,5.0,0.0,29.55,0.0,32.22,20.0
1133,1133,1133,10609,NDIR-SERT,2022-02-12,16,0.21,3.11,SE,Fair,91.0,68.0,46.0,6.0,0.0,29.52,0.0,32.78,20.0
1134,1134,1134,10615,NDIR-SERT,2022-02-12,17,4.16,0.13,SSE,Fair,90.0,66.0,46.0,5.0,0.0,29.52,0.0,32.22,18.89
1135,1135,1135,10624,NDIR-SERT,2022-02-12,18,6.5,0.05,SSE,Fair,88.0,70.0,55.0,6.0,0.0,29.55,0.0,31.11,21.11
1136,1136,1136,10638,NDIR-SERT,2022-02-12,19,10.31,0.0,SSE,Fair,86.0,72.0,62.0,3.0,0.0,29.55,0.0,30.0,22.22
1137,1137,1137,10643,NDIR-SERT,2022-02-12,20,10.62,0.0,S,Fair,86.0,72.0,62.0,5.0,0.0,29.55,0.0,30.0,22.22
1146,1146,1146,10734,NDIR-SERT,2022-02-13,6,6.4,0.0,ESE,Fair,75.0,73.0,94.0,2.0,0.0,29.58,0.0,23.89,22.78
1147,1147,1147,10742,NDIR-SERT,2022-02-13,7,5.49,0.0,ESE,Fair,73.0,72.0,94.0,2.0,0.0,29.61,0.0,22.78,22.22
1148,1148,1148,10754,NDIR-SERT,2022-02-13,8,4.16,0.0,VAR,Fair,79.0,73.0,83.0,2.0,0.0,29.61,0.0,26.11,22.78
1149,1149,1149,10761,NDIR-SERT,2022-02-13,9,0.66,1.29,SE,Fair,82.0,72.0,70.0,5.0,0.0,29.64,0.0,27.78,22.22
1150,1150,1150,10771,NDIR-SERT,2022-02-13,10,0.07,5.44,S,Partly Cloudy,84.0,72.0,66.0,5.0,0.0,29.67,0.0,28.89,22.22
1151,1151,1151,10777,NDIR-SERT,2022-02-13,11,0.12,9.84,SW,Partly Cloudy,86.0,73.0,66.0,5.0,0.0,29.64,0.0,30.0,22.78
1152,1152,1152,10788,NDIR-SERT,2022-02-13,12,0.11,10.04,W,Mostly Cloudy,88.0,72.0,58.0,3.0,0.0,29.61,0.0,31.11,22.22
1153,1153,1153,10795,NDIR-SERT,2022-02-13,13,0.6,5.16,SSW,Partly Cloudy,90.0,72.0,55.0,3.0,0.0,29.58,0.0,32.22,22.22
1154,1154,1154,10805,NDIR-SERT,2022-02-13,14,0.88,4.82,SSE,Fair,90.0,70.0,52.0,5.0,0.0,29.55,0.0,32.22,21.11
1155,1155,1155,10814,NDIR-SERT,2022-02-13,15,0.19,9.16,S,Fair,91.0,70.0,49.0,5.0,0.0,29.52,0.0,32.78,21.11
1156,1156,1156,10825,NDIR-SERT,2022-02-13,16,0.01,5.24,S,Fair,91.0,70.0,49.0,3.0,0.0,29.49,0.0,32.78,21.11
1157,1157,1157,10831,NDIR-SERT,2022-02-13,17,1.78,0.76,SSE,Fair,91.0,70.0,49.0,3.0,0.0,29.49,0.0,32.78,21.11
1158,1158,1158,10841,NDIR-SERT,2022-02-13,18,6.99,0.0,VAR,Fair,90.0,70.0,52.0,2.0,0.0,29.52,0.0,32.22,21.11
1159,1159,1159,10853,NDIR-SERT,2022-02-13,19,10.47,0.0,WNW,Fair,86.0,72.0,62.0,1.0,0.0,29.52,0.0,30.0,22.22
1160,1160,1160,10861,NDIR-SERT,2022-02-13,20,10.84,0.0,CALM,Fair,84.0,73.0,70.0,0.0,0.0,29.55,0.0,28.89,22.78
1169,1169,1169,10949,NDIR-SERT,2022-02-14,6,6.67,0.0,SE,Fair,75.0,72.0,89.0,6.0,0.0,29.61,0.0,23.89,22.22
1170,1170,1170,10960,NDIR-SERT,2022-02-14,7,6.2,0.0,E,Fair,75.0,72.0,89.0,2.0,0.0,29.64,0.0,23.89,22.22
1171,1171,1171,10967,NDIR-SERT,2022-02-14,8,5.29,0.0,CALM,Fair,79.0,73.0,83.0,0.0,0.0,29.67,0.0,26.11,22.78
1172,1172,1172,10979,NDIR-SERT,2022-02-14,9,8.86,0.01,E,Partly Cloudy,82.0,72.0,70.0,3.0,0.0,29.67,0.0,27.78,22.22
1173,1173,1173,10986,NDIR-SERT,2022-02-14,10,36.45,0.0,ESE,Fair,86.0,72.0,62.0,5.0,0.0,29.7,0.0,30.0,22.22
1174,1174,1174,10998,NDIR-SERT,2022-02-14,11,32.36,0.0,S,Mostly Cloudy,88.0,72.0,58.0,5.0,0.0,29.7,0.0,31.11,22.22
1175,1175,1175,11003,NDIR-SERT,2022-02-14,12,28.56,0.0,S,Mostly Cloudy,88.0,70.0,55.0,6.0,0.0,29.67,0.0,31.11,21.11
